Year,Country,Continent,Rank,Population
1962,丹麦,欧洲,76,4647727
1962,芬兰,欧洲,77,4491443
1962,危地马拉,美洲,78,4378604
1962,沙特阿拉伯,亚洲,79,4362786
1962,突尼斯,非洲,80,4305481
1962,斯洛伐克,欧洲,81,4238188
1962,克罗地亚,欧洲,82,4196712
1962,阿塞拜疆,亚洲,83,4171426
1962,津巴布韦,非洲,84,4039201
1962,海地,美洲,85,4019173
1962,马拉维,非洲,86,3839043
1962,玻利维亚,美洲,87,3802990
1962,科特迪瓦,非洲,88,3770766
1962,格鲁吉亚,亚洲,89,3760300
1962,挪威,欧洲,90,3638918
1962,几内亚,非洲,91,3611429
1962,尼日尔,非洲,92,3588228
1962,多米尼加,美洲,93,3521018
1962,塞内加尔,非洲,94,3386806
1962,波黑,欧洲,95,3353226
1962,香港,亚洲,96,3305200
1962,赞比亚,非洲,97,3260650
1962,乍得,非洲,98,3121236
1962,卢旺达,非洲,99,3052936
1962,南苏丹,非洲,100,2951043
1962,萨尔瓦多,美洲,101,2931192
1962,布隆迪,非洲,102,2907321
1962,索马里,非洲,103,2874218
1962,立陶宛,欧洲,104,2863350
1962,爱尔兰,欧洲,105,2836050
1962,乌拉圭,美洲,106,2603882
1962,贝宁,非洲,107,2502896
1962,新西兰,大洋洲,108,2482000
1962,波多黎各,美洲,109,2450322
1962,塞拉利昂,非洲,110,2388769
1962,巴布亚新几内亚,大洋洲,111,2340352
1962,吉尔吉斯斯坦,亚洲,112,2333400
1962,以色列,亚洲,113,2293000
1962,塔吉克斯坦,亚洲,114,2236574
1962,老挝,亚洲,115,2221125
1962,拉脱维亚,欧洲,116,2181586
1962,洪都拉斯,美洲,117,2155647
1962,摩尔多瓦,欧洲,118,2140063
1962,亚美尼亚,亚洲,119,2009526
1962,巴拉圭,美洲,120,2006670
1962,黎巴嫩,亚洲,121,1925297
1962,尼加拉瓜,美洲,122,1887425
1962,新加坡,亚洲,123,1750200
1962,土库曼斯坦,亚洲,124,1715408
1962,阿尔巴尼亚,欧洲,125,1711319
1962,牙买加,美洲,126,1676501
1962,多哥,非洲,127,1612755
1962,斯洛文尼亚,欧洲,128,1603649
1962,中非,非洲,129,1551910
1962,利比亚,非洲,130,1550813
1962,马其顿,欧洲,131,1527111
1962,厄立特里亚,非洲,132,1469645
1962,哥斯达黎加,美洲,133,1433335
1962,爱沙尼亚,欧洲,134,1241623
1962,巴拿马,美洲,135,1202449
1962,利比里亚,非洲,136,1166648
1962,刚果（布）,非洲,137,1069238
1962,蒙古,亚洲,138,1011324
1962,约旦,亚洲,139,1010658
1962,毛里塔尼亚,非洲,140,901686
1962,特立尼达和多巴哥,美洲,141,879441
1962,莱索托,非洲,142,869136
1962,毛里求斯,非洲,143,700349
1962,纳米比亚,非洲,144,665115
1962,几内亚比绍,非洲,145,628883
1962,圭亚那,美洲,146,606285
1962,阿曼,亚洲,147,578823
1962,塞浦路斯,欧洲,148,577691
1962,博茨瓦纳,非洲,149,523778
1962,加蓬,非洲,150,511287
1962,黑山,欧洲,151,502558
1962,东帝汶,亚洲,152,491571
1962,斐济群岛,大洋洲,153,421665
1962,冈比亚,非洲,154,379894
1962,斯威士兰,非洲,155,350156
1962,科威特,亚洲,156,337348
1962,马耳他,欧洲,157,323900
1962,卢森堡,欧洲,158,320750
1962,苏里南,美洲,159,303894
1962,赤道几内亚,非洲,160,262219
1962,不丹,亚洲,161,234554
1962,巴巴多斯,美洲,162,232633
1962,佛得角,非洲,163,210142
1962,科摩罗,非洲,164,197198
1962,冰岛,欧洲,165,182378
1962,澳门,亚洲,166,176183
1962,巴林,亚洲,167,173144
1962,库拉索,美洲,168,128414
1962,所罗门群岛,大洋洲,169,125040
1962,巴哈马,美洲,170,121091
1962,萨摩亚,大洋洲,171,115776
1962,阿联酋,亚洲,172,112118
1962,伯利兹,美洲,173,97384
1962,马尔代夫,亚洲,174,94905
1962,吉布提,非洲,175,94204
1962,格林纳达,美洲,176,92484
1962,圣卢西亚,美洲,177,91891
1962,文莱,亚洲,178,89481
1962,法属波利尼西亚,大洋洲,179,83655
1962,新喀里多尼亚,大洋洲,180,83400
1962,圣文森特和格林纳丁斯,美洲,181,83237
1962,关岛,大洋洲,182,69604
1962,瓦努阿图,大洋洲,183,67794
1962,汤加,大洋洲,184,66235
1962,圣多美和普林西比,非洲,185,64479
1962,多米尼克,美洲,186,61982
1962,卡塔尔,亚洲,187,56262
1962,阿鲁巴,美洲,188,56225
1962,安提瓜和巴布达,美洲,189,55841
1962,圣基茨和尼维斯,美洲,190,50961
1962,马恩岛,欧洲,191,48418
1962,密克罗尼西亚联邦,大洋洲,192,47367
1962,百慕大,美洲,193,46600
1962,塞舌尔,非洲,194,44042
1962,基里巴斯,大洋洲,195,43281
1962,法罗群岛,欧洲,196,35524
1962,格陵兰,美洲,197,35000
1962,直布罗陀,欧洲,198,24313
1962,摩纳哥,欧洲,199,23039
1962,美属萨摩亚,大洋洲,200,21253
1962,列支敦士登,欧洲,201,17289
1962,圣马力诺,欧洲,202,16255
1962,马绍尔群岛,大洋洲,203,15547
1962,安道尔,欧洲,204,15370
1962,北马里亚纳群岛,大洋洲,205,10436
1962,帕劳,大洋洲,206,10317
1962,英属维尔京群岛,美洲,207,831
1962,开曼群岛,美洲,208,814
1962,特克斯和凯科斯群岛,美洲,209,588
1962,图瓦卢,大洋洲,210,534
1962,瑙鲁,大洋洲,211,494
1962,法属圣马丁,美洲,212,407
1963,中国,亚洲,1,682335000
1963,印度,亚洲,2,478825608
1963,美国,美洲,3,189242000
1963,俄罗斯,欧洲,4,123960000
1963,日本,亚洲,5,96812000
1963,印尼,亚洲,6,95015297
1963,巴西,美洲,7,78772657
1963,德国,欧洲,8,74714353
1963,英国,欧洲,9,53650000
1963,孟加拉,亚洲,10,52202007
1963,意大利,欧洲,11,51252000
1963,法国,欧洲,12,48582611
1963,巴基斯坦,亚洲,13,48387301
1963,尼日利亚,非洲,14,48032934
1963,乌克兰,欧洲,15,44288608
1963,墨西哥,美洲,16,41462369
1963,越南,亚洲,17,35721217
1963,西班牙,欧洲,18,31296651
1963,波兰,欧洲,19,30712000
1963,泰国,亚洲,20,29966865
1963,土耳其,欧洲,21,29531365
1963,菲律宾,亚洲,22,29012625
1963,埃及,非洲,23,28871383
1963,韩国,亚洲,24,27261747
1963,埃塞俄比亚,非洲,25,23798430
1963,伊朗,亚洲,26,23680258
1963,缅甸,亚洲,27,23198241
1963,阿根廷,美洲,28,21488912
1963,加拿大,美洲,29,18964000
1963,罗马尼亚,欧洲,30,18797850
1963,南非,非洲,31,18423161
1963,哥伦比亚,美洲,32,17629978
1963,刚果（金）,非洲,33,16461830
1963,摩洛哥,非洲,34,13478423
1963,朝鲜,亚洲,35,12065468
1963,荷兰,欧洲,36,11965966
1963,阿尔及利亚,非洲,37,11912803
1963,哈萨克斯坦,亚洲,38,11147859
1963,秘鲁,美洲,39,11062300
1963,坦桑尼亚,非洲,40,10968195
1963,澳大利亚,大洋洲,41,10950000
1963,尼泊尔,亚洲,42,10604621
1963,斯里兰卡,亚洲,43,10597511
1963,匈牙利,欧洲,44,10087947
1963,捷克,欧洲,45,9670685
1963,阿富汗,亚洲,46,9543205
1963,乌兹别克斯坦,亚洲,47,9428906
1963,比利时,欧洲,48,9289770
1963,委内瑞拉,美洲,49,9052635
1963,葡萄牙,欧洲,50,9030355
1963,马来西亚,亚洲,51,8973788
1963,肯尼亚,非洲,52,8928511
1963,智利,美洲,53,8650387
1963,希腊,欧洲,54,8479625
1963,白俄罗斯,欧洲,55,8437232
1963,苏丹,非洲,56,8248812
1963,保加利亚,欧洲,57,8078145
1963,伊拉克,亚洲,58,7888913
1963,莫桑比克,非洲,59,7679458
1963,古巴,美洲,60,7623294
1963,瑞典,欧洲,61,7604328
1963,乌干达,非洲,62,7461634
1963,加纳,非洲,63,7300116
1963,奥地利,欧洲,64,7175811
1963,塞尔维亚,欧洲,65,6732000
1963,柬埔寨,亚洲,66,6183584
1963,瑞士,欧洲,67,5694247
1963,安哥拉,非洲,68,5679458
1963,也门,亚洲,69,5556766
1963,喀麦隆,非洲,70,5518104
1963,马达加斯加,非洲,71,5486319
1963,马里,非洲,72,5441613
1963,叙利亚,亚洲,73,5034646
1963,布基纳法索,非洲,74,5027821
1963,厄瓜多尔,美洲,75,4948986
1963,丹麦,欧洲,76,4684483
1963,芬兰,欧洲,77,4523309
1963,沙特阿拉伯,亚洲,78,4516533
1963,危地马拉,美洲,79,4508444
1963,突尼斯,非洲,80,4380068
1963,阿塞拜疆,亚洲,81,4315127
1963,斯洛伐克,欧洲,82,4282017
1963,克罗地亚,欧洲,83,4225675
1963,津巴布韦,非洲,84,4178726
1963,海地,美洲,85,4097755
1963,马拉维,非洲,86,3933908
1963,科特迪瓦,非洲,87,3918628
1963,玻利维亚,美洲,88,3879192
1963,格鲁吉亚,亚洲,89,3816100
1963,尼日尔,非洲,90,3693980
1963,几内亚,非洲,91,3672556
1963,挪威,欧洲,92,3666537
1963,多米尼加,美洲,93,3638109
1963,塞内加尔,非洲,94,3481654
1963,香港,亚洲,95,3420900
1963,波黑,欧洲,96,3417574
1963,赞比亚,非洲,97,3360104
1963,乍得,非洲,98,3183572
1963,卢旺达,非洲,99,3105419
1963,萨尔瓦多,美洲,100,3019224
1963,南苏丹,非洲,101,3009062
1963,布隆迪,非洲,102,2964427
1963,索马里,非洲,103,2936477
1963,立陶宛,欧洲,104,2898950
1963,爱尔兰,欧洲,105,2852650
1963,乌拉圭,美洲,106,2635126
1963,贝宁,非洲,107,2542859
1963,新西兰,大洋洲,108,2531800
1963,波多黎各,美洲,109,2504530
1963,塞拉利昂,非洲,110,2426857
1963,吉尔吉斯斯坦,亚洲,111,2413700
1963,巴布亚新几内亚,大洋洲,112,2385946
1963,以色列,亚洲,113,2379000
1963,塔吉克斯坦,亚洲,114,2318248
1963,老挝,亚洲,115,2273351
1963,洪都拉斯,美洲,116,2216704
1963,拉脱维亚,欧洲,117,2210919
1963,摩尔多瓦,欧洲,118,2185050
1963,亚美尼亚,亚洲,119,2077578
1963,巴拉圭,美洲,120,2060339
1963,黎巴嫩,亚洲,121,1985001
1963,尼加拉瓜,美洲,122,1946234
1963,新加坡,亚洲,123,1795000
1963,土库曼斯坦,亚洲,124,1773853
1963,阿尔巴尼亚,欧洲,125,1762621
1963,牙买加,美洲,126,1703651
1963,多哥,非洲,127,1631764
1963,斯洛文尼亚,欧洲,128,1616971
1963,利比亚,非洲,129,1607171
1963,中非,非洲,130,1579370
1963,马其顿,欧洲,131,1547450
1963,厄立特里亚,非洲,132,1508273
1963,哥斯达黎加,美洲,133,1486553
1963,爱沙尼亚,欧洲,134,1258857
1963,巴拿马,美洲,135,1238889
1963,利比里亚,非洲,136,1191802
1963,刚果（布）,非洲,137,1096638
1963,约旦,亚洲,138,1050213
1963,蒙古,亚洲,139,1042383
1963,毛里塔尼亚,非洲,140,928734
1963,特立尼达和多巴哥,美洲,141,891944
1963,莱索托,非洲,142,886057
1963,毛里求斯,非洲,143,718861
1963,纳米比亚,非洲,144,681637
1963,几内亚比绍,非洲,145,635011
1963,圭亚那,美洲,146,622575
1963,阿曼,亚洲,147,593504
1963,塞浦路斯,欧洲,148,577913
1963,博茨瓦纳,非洲,149,535685
1963,加蓬,非洲,150,517580
1963,黑山,欧洲,151,513409
1963,东帝汶,亚洲,152,500647
1963,斐济群岛,大洋洲,153,436293
1963,冈比亚,非洲,154,387641
1963,科威特,亚洲,155,378746
1963,斯威士兰,非洲,156,357292
1963,卢森堡,欧洲,157,324100
1963,马耳他,欧洲,158,322550
1963,苏里南,美洲,159,311945
1963,赤道几内亚,非洲,160,266000
1963,不丹,亚洲,161,240523
1963,巴巴多斯,美洲,162,233630
1963,佛得角,非洲,163,216096
1963,科摩罗,非洲,164,200372
1963,冰岛,欧洲,165,185653
1963,澳门,亚洲,166,184245
1963,巴林,亚洲,167,178140
1963,库拉索,美洲,168,130860
1963,所罗门群岛,大洋洲,169,128838
1963,巴哈马,美洲,170,127339
1963,阿联酋,亚洲,171,125130
1963,萨摩亚,大洋洲,172,119559
1963,吉布提,非洲,173,100628
1963,伯利兹,美洲,174,100164
1963,马尔代夫,亚洲,175,97551
1963,文莱,亚洲,176,93540
1963,格林纳达,美洲,177,93413
1963,圣卢西亚,美洲,178,93211
1963,法属波利尼西亚,大洋洲,179,86847
1963,新喀里多尼亚,大洋洲,180,85700
1963,圣文森特和格林纳丁斯,美洲,181,84198
1963,关岛,大洋洲,182,71286
1963,瓦努阿图,大洋洲,183,69946
1963,汤加,大洋洲,184,68981
1963,圣多美和普林西比,非洲,185,64231
1963,多米尼克,美洲,186,62918
1963,卡塔尔,亚洲,187,61716
1963,安提瓜和巴布达,美洲,188,56702
1963,阿鲁巴,美洲,189,56695
1963,圣基茨和尼维斯,美洲,190,50529
1963,密克罗尼西亚联邦,大洋洲,191,48855
1963,马恩岛,欧洲,192,48800
1963,百慕大,美洲,193,47700
1963,塞舌尔,非洲,194,45176
1963,基里巴斯,大洋洲,195,44338
1963,格陵兰,美洲,196,36400
1963,法罗群岛,欧洲,197,35969
1963,直布罗陀,欧洲,198,24889
1963,摩纳哥,欧洲,199,23168
1963,美属萨摩亚,大洋洲,200,22034
1963,列支敦士登,欧洲,201,17719
1963,圣马力诺,欧洲,202,16679
1963,安道尔,欧洲,203,16412
1963,马绍尔群岛,大洋洲,204,16114
1963,北马里亚纳群岛,大洋洲,205,10590
1963,帕劳,大洋洲,206,10569
1963,英属维尔京群岛,美洲,207,847
1963,开曼群岛,美洲,208,822
1963,特克斯和凯科斯群岛,美洲,209,587
1963,图瓦卢,大洋洲,210,534
1963,瑙鲁,大洋洲,211,527
1963,法属圣马丁,美洲,212,418
1964,中国,亚洲,1,698355000
1964,印度,亚洲,2,488848135
1964,美国,美洲,3,191889000
1964,俄罗斯,欧洲,4,125345000
1964,日本,亚洲,5,97826000
1964,印尼,亚洲,6,97596733
1964,巴西,美洲,7,81064571
1964,德国,欧洲,8,75318337
1964,英国,欧洲,9,54000000
1964,孟加拉,亚洲,10,53741716
1964,意大利,欧洲,11,51675350
1964,巴基斯坦,亚洲,12,49627623
1964,法国,欧洲,13,49230595
1964,尼日利亚,非洲,14,49066760
1964,乌克兰,欧洲,15,44796964
1964,墨西哥,美洲,16,42771079
1964,越南,亚洲,17,36779999
1964,西班牙,欧洲,18,31609195
1964,波兰,欧洲,19,31139450
1964,泰国,亚洲,20,30881138
1964,土耳其,欧洲,21,30244261
1964,菲律宾,亚洲,22,29958688
1964,埃及,非洲,23,29644875
1964,韩国,亚洲,24,27984155
1964,埃塞俄比亚,非洲,25,24397022
1964,伊朗,亚洲,26,24307860
1964,缅甸,亚洲,27,23717788
1964,阿根廷,美洲,28,21824425
1964,加拿大,美洲,29,19325000
1964,罗马尼亚,欧洲,30,18919126
1964,南非,非洲,31,18896307
1964,哥伦比亚,美洲,32,18175187
1964,刚果（金）,非洲,33,16903831
1964,摩洛哥,非洲,34,13857649
1964,朝鲜,亚洲,35,12282419
1964,阿尔及利亚,非洲,36,12221675
1964,荷兰,欧洲,37,12127120
1964,哈萨克斯坦,亚洲,38,11511847
1964,秘鲁,美洲,39,11383373
1964,坦桑尼亚,非洲,40,11295681
1964,澳大利亚,大洋洲,41,11167000
1964,斯里兰卡,亚洲,42,10849975
1964,尼泊尔,亚洲,43,10783967
1964,匈牙利,欧洲,44,10119835
1964,乌兹别克斯坦,亚洲,45,9762816
1964,阿富汗,亚洲,46,9744781
1964,捷克,欧洲,47,9727804
1964,比利时,欧洲,48,9378113
1964,委内瑞拉,美洲,49,9369096
1964,马来西亚,亚洲,50,9253842
1964,肯尼亚,非洲,51,9222692
1964,葡萄牙,欧洲,52,9035365
1964,智利,美洲,53,8821858
1964,白俄罗斯,欧洲,54,8524224
1964,希腊,欧洲,55,8510429
1964,苏丹,非洲,56,8503994
1964,保加利亚,欧洲,57,8144340
1964,伊拉克,亚洲,58,8122197
1964,莫桑比克,非洲,59,7857104
1964,古巴,美洲,60,7793262
1964,乌干达,非洲,61,7719104
1964,瑞典,欧洲,62,7661354
1964,加纳,非洲,63,7524472
1964,奥地利,欧洲,64,7223801
1964,塞尔维亚,欧洲,65,6765000
1964,柬埔寨,亚洲,66,6331449
1964,瑞士,欧洲,67,5789228
1964,安哥拉,非洲,68,5735044
1964,喀麦隆,非洲,69,5643036
1964,也门,亚洲,70,5641597
1964,马达加斯加,非洲,71,5625164
1964,马里,非洲,72,5503752
1964,叙利亚,亚洲,73,5200336
1964,布基纳法索,非洲,74,5098890
1964,厄瓜多尔,美洲,75,5093854
1964,丹麦,欧洲,76,4722072
1964,沙特阿拉伯,亚洲,77,4677298
1964,危地马拉,美洲,78,4640795
1964,芬兰,欧洲,79,4548543
1964,突尼斯,非洲,80,4461114
1964,阿塞拜疆,亚洲,81,4456687
1964,斯洛伐克,欧洲,82,4327341
1964,津巴布韦,非洲,83,4322861
1964,克罗地亚,欧洲,84,4252876
1964,海地,美洲,85,4177637
1964,科特迪瓦,非洲,86,4071411
1964,马拉维,非洲,87,4032371
1964,玻利维亚,美洲,88,3957757
1964,格鲁吉亚,亚洲,89,3870300
1964,尼日尔,非洲,90,3802803
1964,多米尼加,美洲,91,3757132
1964,几内亚,非洲,92,3735916
1964,挪威,欧洲,93,3694339
1964,塞内加尔,非洲,94,3580239
1964,香港,亚洲,95,3504600
1964,波黑,欧洲,96,3478997
1964,赞比亚,非洲,97,3463213
1964,乍得,非洲,98,3246523
1964,卢旺达,非洲,99,3164263
1964,萨尔瓦多,美洲,100,3109563
1964,南苏丹,非洲,101,3069739
1964,布隆迪,非洲,102,3026290
1964,索马里,非洲,103,3001158
1964,立陶宛,欧洲,104,2935200
1964,爱尔兰,欧洲,105,2866550
1964,乌拉圭,美洲,106,2665388
1964,贝宁,非洲,107,2585965
1964,新西兰,大洋洲,108,2585400
1964,波多黎各,美洲,109,2554066
1964,吉尔吉斯斯坦,亚洲,110,2495300
1964,以色列,亚洲,111,2475000
1964,塞拉利昂,非洲,112,2466667
1964,巴布亚新几内亚,大洋洲,113,2434223
1964,塔吉克斯坦,亚洲,114,2402477
1964,老挝,亚洲,115,2327137
1964,洪都拉斯,美洲,116,2280048
1964,拉脱维亚,欧洲,117,2240623
1964,摩尔多瓦,欧洲,118,2228429
1964,亚美尼亚,亚洲,119,2145001
1964,巴拉圭,美洲,120,2115567
1964,黎巴嫩,亚洲,121,2041229
1964,尼加拉瓜,美洲,122,2006481
1964,新加坡,亚洲,123,1841600
1964,土库曼斯坦,亚洲,124,1833064
1964,阿尔巴尼亚,欧洲,125,1814135
1964,牙买加,美洲,126,1730738
1964,利比亚,非洲,127,1667825
1964,多哥,非洲,128,1662073
1964,斯洛文尼亚,欧洲,129,1632114
1964,中非,非洲,130,1608616
1964,马其顿,欧洲,131,1569142
1964,厄立特里亚,非洲,132,1548187
1964,哥斯达黎加,美洲,133,1539941
1964,爱沙尼亚,欧洲,134,1277086
1964,巴拿马,美洲,135,1276331
1964,利比里亚,非洲,136,1217901
1964,刚果（布）,非洲,137,1125352
1964,约旦,亚洲,138,1102399
1964,蒙古,亚洲,139,1074514
1964,毛里塔尼亚,非洲,140,956799
1964,莱索托,非洲,141,903763
1964,特立尼达和多巴哥,美洲,142,902613
1964,毛里求斯,非洲,143,736381
1964,纳米比亚,非洲,144,698796
1964,几内亚比绍,非洲,145,641812
1964,圭亚那,美洲,146,637845
1964,阿曼,亚洲,147,608889
1964,塞浦路斯,欧洲,148,578625
1964,博茨瓦纳,非洲,149,547873
1964,加蓬,非洲,150,524895
1964,黑山,欧洲,151,521753
1964,东帝汶,亚洲,152,510034
1964,斐济群岛,大洋洲,153,450542
1964,科威特,亚洲,154,423898
1964,冈比亚,非洲,155,396011
1964,斯威士兰,非洲,156,365122
1964,卢森堡,欧洲,157,327750
1964,马耳他,欧洲,158,321250
1964,苏里南,美洲,159,320267
1964,赤道几内亚,非洲,160,270618
1964,不丹,亚洲,161,246964
1964,巴巴多斯,美洲,162,234586
1964,佛得角,非洲,163,222948
1964,科摩罗,非洲,164,203753
1964,澳门,亚洲,165,193561
1964,冰岛,欧洲,166,188983
1964,巴林,亚洲,167,182887
1964,阿联酋,亚洲,168,138039
1964,巴哈马,美洲,169,133709
1964,库拉索,美洲,170,133148
1964,所罗门群岛,大洋洲,171,132759
1964,萨摩亚,大洋洲,172,123342
1964,吉布提,非洲,173,107583
1964,伯利兹,美洲,174,103069
1964,马尔代夫,亚洲,175,100171
1964,文莱,亚洲,176,97812
1964,圣卢西亚,美洲,177,94636
1964,格林纳达,美洲,178,94123
1964,法属波利尼西亚,大洋洲,179,90139
1964,新喀里多尼亚,大洋洲,180,88100
1964,圣文森特和格林纳丁斯,美洲,181,85111
1964,关岛,大洋洲,182,73051
1964,瓦努阿图,大洋洲,183,72115
1964,汤加,大洋洲,184,71741
1964,卡塔尔,亚洲,185,67566
1964,圣多美和普林西比,非洲,186,64277
1964,多米尼克,美洲,187,63926
1964,安提瓜和巴布达,美洲,188,57641
1964,阿鲁巴,美洲,189,57032
1964,密克罗尼西亚联邦,大洋洲,190,50468
1964,圣基茨和尼维斯,美洲,191,49928
1964,马恩岛,欧洲,192,49391
1964,百慕大,美洲,193,48900
1964,塞舌尔,非洲,194,46322
1964,基里巴斯,大洋洲,195,45399
1964,格陵兰,美洲,196,37600
1964,法罗群岛,欧洲,197,36406
1964,直布罗陀,欧洲,198,25479
1964,摩纳哥,欧洲,199,23236
1964,美属萨摩亚,大洋洲,200,22854
1964,列支敦士登,欧洲,201,18168
1964,安道尔,欧洲,202,17469
1964,圣马力诺,欧洲,203,17099
1964,马绍尔群岛,大洋洲,204,16710
1964,帕劳,大洋洲,205,10799
1964,北马里亚纳群岛,大洋洲,206,10783
1964,英属维尔京群岛,美洲,207,864
1964,开曼群岛,美洲,208,829
1964,特克斯和凯科斯群岛,美洲,209,584
1964,瑙鲁,大洋洲,210,559
1964,图瓦卢,大洋洲,211,535
1964,法属圣马丁,美洲,212,430
1965,中国,亚洲,1,715185000
1965,印度,亚洲,2,499123324
1965,美国,美洲,3,194303000
1965,俄罗斯,欧洲,4,126745000
1965,印尼,亚洲,5,100267062
1965,日本,亚洲,6,98883000
1965,巴西,美洲,7,83373530
1965,德国,欧洲,8,75963695
1965,孟加拉,亚洲,9,55385112
1965,英国,欧洲,10,54348050
1965,意大利,欧洲,11,52112350
1965,巴基斯坦,亚洲,12,50917975
1965,尼日利亚,非洲,13,50127921
1965,法国,欧洲,14,49818028
1965,乌克兰,欧洲,15,45264548
1965,墨西哥,美洲,16,44123853
1965,越南,亚洲,17,37858951
1965,西班牙,欧洲,18,31954292
1965,泰国,亚洲,19,31822660
1965,波兰,欧洲,20,31444950
1965,土耳其,欧洲,21,30972994
1965,菲律宾,亚洲,22,30909988
1965,埃及,非洲,23,30433022
